Year,Units,Sustainably managed status,Country,Sustainably managed status,Unit measure,Unit multiplier,Observation status,Unit measure,GeoCode,Value
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.74
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.79
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.72
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.67
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.75
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.76
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.77
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.79
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.8
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.81
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Certified,,Units,Undefined,Percentage (%),N92000002,4.81
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.29
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.64
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.71
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.79
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.65
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.71
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.74
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.57
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.72
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.72
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.68
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.73
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.59
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.58
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Certified,,Units,Undefined,Percentage (%),E92000001,2.55
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,4.78
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.18
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.25
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.46
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.4
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.49
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.55
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.46
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.63
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.62
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.68
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.67
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.57
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.72
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Certified,,Units,Undefined,Percentage (%),,5.67
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.42
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.23
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.25
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.21
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.34
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.17
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.19
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.2
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8.02
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,8
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,7.94
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,7.94
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,7.98
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,7.84
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,Non-certified,,Units,Undefined,Percentage (%),W92000004,7.87
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,8.76
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,8.2
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,8.18
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.75
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.73
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.64
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.52
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.59
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.64
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.79
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.73
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.94
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,8.07
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.66
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,Non-certified,,Units,Undefined,Percentage (%),S92000003,7.85
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.52
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.59
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.63
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.67
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.69
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.66
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.74
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,1.8
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,2.99
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.41
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.43
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.44
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.45
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.46
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,Non-certified,,Units,Undefined,Percentage (%),N92000002,3.48
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.47
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.16
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.11
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.05
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.21
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.18
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.16
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.35
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.23
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.24
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.31
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.29
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.43
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.44
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,Non-certified,,Units,Undefined,Percentage (%),E92000001,7.48
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.63
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.27
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.24
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.07
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.17
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.1
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.06
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.19
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.19
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.27
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.28
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.34
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.46
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.32
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,Non-certified,,Units,Undefined,Percentage (%),,7.41
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.53
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.55
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.58
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.6
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.61
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.62
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.63
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.64
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.69
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.73
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.75
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.76
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.79
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.84
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Wales,,,Units,Undefined,Percentage (%),W92000004,14.85
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.36
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.43
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.48
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.56
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.61
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.66
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.69
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,17.76
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.01
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.11
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.28
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.38
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.42
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.45
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Scotland,,,Units,Undefined,Percentage (%),S92000003,18.54
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.31
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.26
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.3
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.39
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.43
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.45
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.46
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,6.47
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,7.74
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.17
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.2
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.24
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.25
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.27
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,Northern Ireland,,,Units,Undefined,Percentage (%),N92000002,8.29
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.76
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.8
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.82
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.85
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.86
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.88
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.9
2011,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.92
2012,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.96
2013,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.96
2014,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,9.99
2015,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,10.01
2016,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,10.02
2017,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,10.02
2018,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,England,,,Units,Undefined,Percentage (%),E92000001,10.03
2004,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.41
2005,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.46
2006,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.49
2007,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.54
2008,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.57
2009,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.59
2010,"Woodland area as a percentage of total land area, and woodland area certified as sustainably managed as a percentage of total land area",,,,,Units,Undefined,Percentage (%),,12.61
